name1,name2,date,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
Benjamin-Dobell,mrdoob,2016-07-04,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Benjamin-Dobell,mrdoob,2016-08-01,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
Benjamin-Dobell,mrdoob,2016-10-03,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,1,2
Benjamin-Dobell,mrdoob,2016-10-31,0.35,0.0,0.0,0.0,0.41,1.0,12,0,0,0,1,19
Benjamin-Dobell,mrdoob,2017-01-30,0.835,0.0,0.0,0.0,0.835,1.0,7,0,0,0,2,8
Benjamin-Dobell,pailhead,2016-10-31,0.45,0.02,0.0,0.24,0.41,0.6,76,4,0,40,1,27
Benjamin-Dobell,pailhead,2017-01-30,0.72,0.045,0.0,0.02,0.835,0.935,21,4,0,2,2,20
Benjamin-Dobell,titansoftime,2017-01-30,0.17,0.17,0.0,0.17,0.6699999999999999,0.5,1,1,0,1,1,5
BennyHinrichs,zstauber,2018-02-19,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
Bergmam,donmccurdy,2018-04-09,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,2
Bergmam,mrdoob,2018-04-09,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
Bergmam,olleman42,2018-04-09,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Bergmam,takahirox,2018-04-09,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
Berserk82,Mugen87,2017-06-26,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,4
Berserk82,Wilt,2017-06-26,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
BlueMagnificent,Mugen87,2018-08-20,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
BlueMagnificent,griffin2000,2018-08-20,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Bobarev,Mugen87,2017-07-31,0.67,0.0,0.0,0.0,1.0,1.0,4,0,0,0,1,5
Bonfims,CarlBateman,2017-06-05,1.0,0.0,0.0,0.0,1.0,1.0,4,0,0,0,1,4
Bonfims,takahirox,2017-06-05,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,3
Bravos123,donmccurdy,2018-07-30,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Bravos123,looeee,2018-07-30,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,4
BrianMacIntosh,looeee,2017-03-20,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
BrianMacIntosh,mrdoob,2017-03-20,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
BrianSipple,WestLangley,2016-11-28,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
BrianSipple,looeee,2017-01-16,0.5,0.0,0.5,0.0,1.0,1.0,1,0,1,0,1,3
BrianSipple,looeee,2017-02-13,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
BrianSipple,mrdoob,2017-01-16,0.5,0.0,0.5,0.0,1.0,1.0,1,0,1,0,1,3
BrianSipple,mrdoob,2017-02-13,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
Bruce-Zion,Mugen87,2018-03-26,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
Bruce-Zion,looeee,2018-03-26,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
BrunoB69,mrdoob,2018-02-26,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
