name1,name2,period,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
AspirinSJL,jtattermusch,20190,0.82,0.041666666666666664,0.0,0.0,1.0,0.9166666666666666,33,1,0,0,6,29
AspirinSJL,kakshay21,20190,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AspirinSJL,lamby,20181,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AspirinSJL,lidizheng,20181,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AspirinSJL,lidizheng,20190,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AspirinSJL,markdroth,20171,0.7257894736842105,0.06842105263157895,0.013157894736842105,0.08157894736842104,0.8526315789473684,0.7457894736842106,44,15,4,14,19,80
AspirinSJL,markdroth,20180,0.5731818181818181,0.06318181818181819,0.029545454545454545,0.045454545454545456,0.935909090909091,0.8409090909090909,49,8,4,3,22,94
AspirinSJL,markdroth,20181,0.46499999999999997,0.089375,0.0625,0.08125,0.885625,0.7125,39,8,2,12,16,68
AspirinSJL,markdroth,20190,0.9136363636363637,0.010909090909090908,0.09090909090909091,0.010909090909090908,0.9545454545454546,0.9772727272727273,24,1,1,1,11,35
AspirinSJL,matt-kwong,20171,0.5,0.0,0.0,0.0,0.5,1.0,1,0,0,0,2,4
AspirinSJL,matt-kwong,20180,0.9166666666666666,0.0,0.0,0.0,1.0,1.0,5,0,0,0,3,9
AspirinSJL,mehrdada,20180,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,4
AspirinSJL,mehrdada,20181,0.6666666666666666,0.0,0.0,0.0,1.0,0.6666666666666666,3,0,0,0,3,7
AspirinSJL,mergeable[bot],20181,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,4
AspirinSJL,mhaidrygoog,20190,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,2
AspirinSJL,mikelehen,20180,0.25,0.12,0.0,0.25,0.75,0.0,2,1,0,2,1,9
AspirinSJL,murgatroid99,20181,0.5,0.0,0.0,0.0,0.5,1.0,3,0,0,0,2,7
AspirinSJL,muxi,20180,0.625,0.06,0.0,0.125,0.875,0.5,6,1,0,2,2,14
AspirinSJL,muxi,20181,0.5,0.0,0.0,0.0,1.0,1.0,2,0,0,0,2,7
AspirinSJL,ncteisen,20171,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,2
AspirinSJL,ncteisen,20180,0.586,0.006,0.0,0.0,0.914,0.9339999999999999,54,1,0,0,5,40
AspirinSJL,ncteisen,20190,0.75,0.0,0.0,0.0,0.75,1.0,3,0,0,0,2,6
AspirinSJL,nicolasnoble,20180,1.0,0.0,0.0,0.0,1.0,1.0,3,0,0,0,1,4
AspirinSJL,nicolasnoble,20181,1.0,0.0,0.0,0.0,1.0,1.0,8,0,0,0,3,10
AspirinSJL,nicolasnoble,20190,0.5,0.0,0.0,0.0,1.0,0.6666666666666666,3,0,0,0,3,8
AspirinSJL,pgrosu,20190,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AspirinSJL,rainerschoe,20181,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1,2
AspirinSJL,ryanpbrewster,20181,0.0,0.125,0.0,0.0,0.5,1.0,0,1,0,0,2,8
AspirinSJL,skyostil,20171,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AspirinSJL,software-dov,20190,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AspirinSJL,soheilhy,20181,0.38999999999999996,0.0,0.3333333333333333,0.0,1.0,1.0,5,0,4,0,3,12
AspirinSJL,soheilhy,20190,0.5,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,5
AspirinSJL,sreecha,20171,0.0,0.0,0.0,0.0,0.25,1.0,0,0,0,0,2,7
AspirinSJL,sreecha,20181,0.734,0.0,0.0,0.0,0.9339999999999999,1.0,6,0,0,0,5,13
AspirinSJL,srini100,20180,0.62,0.0,0.0,0.0,0.75,1.0,10,0,0,0,1,10
AspirinSJL,srini100,20190,0.335,0.0,0.0,0.0,1.0,1.0,2,0,0,0,2,6
AspirinSJL,thelinuxfoundation,20171,0.5,0.5,0.5,0.0,0.5,1.0,4,4,4,0,1,6
AspirinSJL,thelinuxfoundation,20181,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,1.0,2,0,2,0,3,8
AspirinSJL,thelinuxfoundation,20190,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,1.0,2,0,2,0,3,7
AspirinSJL,therc,20180,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
AspirinSJL,tlg-bf,20190,0.5,0.0,0.0,0.0,1.0,0.75,2,0,0,0,1,5
AspirinSJL,toanju,20190,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,2
AspirinSJL,tpetazzoni,20190,0.5,0.0,0.0,0.0,1.0,1.0,1,0,0,0,1,3
AspirinSJL,tzik,20190,0.5,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,4
AspirinSJL,vertextao,20190,0.65,0.0,0.0,0.0,1.0,1.0,11,0,0,0,1,18
AspirinSJL,vishalpowar,20181,0.0,0.0,0.0,0.0,1.0,0.5,0,0,0,0,2,5
AspirinSJL,vjpai,20171,0.335,0.0,0.0,0.0,0.5,0.835,2,0,0,0,2,9
AspirinSJL,vjpai,20180,1.0,0.0,0.0,0.0,1.0,1.0,2,0,0,0,1,3
AspirinSJL,vjpai,20181,0.5,0.0,0.0,0.0,1.0,1.0,2,0,0,0,2,8
AspirinSJL,vjpai,20190,0.5,0.0,0.0,0.0,0.75,1.0,7,0,0,0,4,11
AspirinSJL,yang-g,20171,0.8333333333333334,0.0,0.0,0.0,0.9433333333333334,1.0,23,0,0,0,3,18
AspirinSJL,yang-g,20180,0.75,0.0,0.0,0.0,0.875,1.0,4,0,0,0,2,8
